Image Name,Label,x,y,w,h
001/01/09_0/001_01_01_090_05.png,0,x:248,y:206,w:32,h:54
001/01/11_0/001_01_01_110_05.png,0,x:268,y:203,w:34,h:57
001/01/12_0/001_01_01_120_05.png,0,x:316,y:200,w:33,h:55
001/01/19_0/001_01_01_190_05.png,0,x:276,y:177,w:34,h:57
001/01/20_0/001_01_01_200_05.png,0,x:272,y:202,w:32,h:54
001/01/08_0/001_01_01_080_06.png,0,x:366,y:166,w:38,h:64
001/01/09_0/001_01_01_090_06.png,0,x:248,y:204,w:34,h:57
001/01/12_0/001_01_01_120_06.png,0,x:315,y:199,w:36,h:59
001/01/19_0/001_01_01_190_06.png,0,x:274,y:172,w:38,h:63
001/01/08_0/001_01_01_080_07.png,0,x:369,y:168,w:35,h:58
001/01/09_0/001_01_01_090_07.png,0,x:250,y:205,w:33,h:56
001/01/12_0/001_01_01_120_07.png,0,x:315,y:200,w:34,h:57
001/01/19_0/001_01_01_190_07.png,0,x:275,y:172,w:39,h:64
001/01/01_0/001_01_01_010_08.png,0,x:316,y:210,w:34,h:57
001/01/19_0/001_01_01_190_08.png,0,x:277,y:176,w:34,h:57
001/01/20_0/001_01_01_200_08.png,0,x:273,y:200,w:33,h:55
001/01/24_0/001_01_01_240_08.png,0,x:300,y:230,w:45,h:74
001/01/01_0/001_01_01_010_09.png,0,x:314,y:204,w:38,h:64
001/01/08_0/001_01_01_080_09.png,0,x:368,y:168,w:37,h:62
001/01/09_0/001_01_01_090_09.png,0,x:248,y:203,w:36,h:60
001/01/11_0/001_01_01_110_09.png,0,x:267,y:202,w:36,h:60
001/01/12_0/001_01_01_120_09.png,0,x:316,y:199,w:36,h:60
001/01/13_0/001_01_01_130_09.png,0,x:414,y:198,w:36,h:60
001/01/20_0/001_01_01_200_09.png,0,x:274,y:201,w:32,h:54
001/01/24_0/001_01_01_240_09.png,0,x:301,y:232,w:40,h:66
001/01/01_0/001_01_01_010_10.png,0,x:313,y:204,w:39,h:65
001/01/08_0/001_01_01_080_10.png,0,x:368,y:167,w:38,h:63
001/01/09_0/001_01_01_090_10.png,0,x:248,y:202,w:37,h:62
001/01/11_0/001_01_01_110_10.png,0,x:267,y:201,w:37,h:61
001/01/13_0/001_01_01_130_10.png,0,x:415,y:201,w:34,h:57
001/01/24_0/001_01_01_240_10.png,0,x:303,y:233,w:39,h:65
001/01/08_0/001_01_01_080_11.png,0,x:367,y:167,w:39,h:64
001/01/09_0/001_01_01_090_11.png,0,x:248,y:202,w:36,h:60
001/01/11_0/001_01_01_110_11.png,0,x:267,y:200,w:37,h:62
001/01/12_0/001_01_01_120_11.png,0,x:316,y:201,w:34,h:57
001/01/13_0/001_01_01_130_11.png,0,x:415,y:198,w:36,h:59
001/01/24_0/001_01_01_240_11.png,0,x:306,y:239,w:34,h:57
001/01/08_0/001_01_01_080_12.png,0,x:368,y:166,w:38,h:63
001/01/09_0/001_01_01_090_12.png,0,x:248,y:201,w:37,h:62
001/01/11_0/001_01_01_110_12.png,0,x:267,y:201,w:36,h:60
001/01/12_0/001_01_01_120_12.png,0,x:317,y:200,w:34,h:57
001/01/13_0/001_01_01_130_12.png,0,x:416,y:200,w:34,h:57
001/01/08_0/001_01_01_080_13.png,0,x:367,y:166,w:38,h:63
001/01/09_0/001_01_01_090_13.png,0,x:248,y:201,w:36,h:60
001/01/11_0/001_01_01_110_13.png,0,x:267,y:203,w:35,h:59
001/01/12_0/001_01_01_120_13.png,0,x:317,y:200,w:34,h:57
001/01/13_0/001_01_01_130_13.png,0,x:414,y:198,w:37,h:61
001/01/01_0/001_01_01_010_14.png,0,x:312,y:206,w:38,h:63
001/01/08_0/001_01_01_080_14.png,0,x:368,y:166,w:38,h:63
001/01/09_0/001_01_01_090_14.png,0,x:248,y:204,w:34,h:57
001/01/11_0/001_01_01_110_14.png,0,x:268,y:203,w:34,h:57
001/01/12_0/001_01_01_120_14.png,0,x:317,y:199,w:34,h:57
001/01/13_0/001_01_01_130_14.png,0,x:416,y:197,w:35,h:59
001/01/19_0/001_01_01_190_14.png,0,x:274,y:173,w:38,h:64
001/01/20_0/001_01_01_200_14.png,0,x:272,y:205,w:30,h:50
001/01/24_0/001_01_01_240_14.png,0,x:297,y:226,w:45,h:74
001/01/01_0/001_01_01_010_15.png,0,x:311,y:206,w:38,h:63
001/01/08_0/001_01_01_080_15.png,0,x:370,y:170,w:34,h:57
001/01/09_0/001_01_01_090_15.png,0,x:251,y:202,w:33,h:56
001/01/11_0/001_01_01_110_15.png,0,x:268,y:204,w:34,h:57
001/01/12_0/001_01_01_120_15.png,0,x:314,y:199,w:35,h:59
001/01/13_0/001_01_01_130_15.png,0,x:416,y:199,w:34,h:57
001/01/24_0/001_01_01_240_15.png,0,x:296,y:226,w:45,h:74
001/01/08_0/001_01_01_080_16.png,0,x:370,y:170,w:34,h:57
001/01/09_0/001_01_01_090_16.png,0,x:248,y:205,w:34,h:57
001/01/13_0/001_01_01_130_16.png,0,x:415,y:200,w:34,h:57
001/01/19_0/001_01_01_190_16.png,0,x:274,y:172,w:38,h:63
001/01/01_0/001_01_01_010_17.png,0,x:313,y:208,w:35,h:59
001/01/08_0/001_01_01_080_17.png,0,x:369,y:168,w:37,h:61
001/01/09_0/001_01_01_090_17.png,0,x:248,y:202,w:38,h:63
001/01/11_0/001_01_01_110_17.png,0,x:268,y:202,w:37,h:61
001/01/12_0/001_01_01_120_17.png,0,x:317,y:201,w:34,h:57
001/01/13_0/001_01_01_130_17.png,0,x:416,y:200,w:34,h:57
001/01/19_0/001_01_01_190_17.png,0,x:277,y:178,w:34,h:57
001/01/20_0/001_01_01_200_17.png,0,x:275,y:204,w:30,h:50
001/01/24_0/001_01_01_240_17.png,0,x:302,y:235,w:37,h:62
001/01/01_0/001_01_01_010_18.png,0,x:314,y:207,w:36,h:60
001/01/08_0/001_01_01_080_18.png,0,x:368,y:167,w:38,h:63
001/01/09_0/001_01_01_090_18.png,0,x:248,y:200,w:38,h:63
001/01/11_0/001_01_01_110_18.png,0,x:268,y:202,w:37,h:61
001/01/12_0/001_01_01_120_18.png,0,x:318,y:200,w:34,h:57
001/01/13_0/001_01_01_130_18.png,0,x:415,y:201,w:34,h:57
001/01/19_0/001_01_01_190_18.png,0,x:277,y:177,w:34,h:57
001/01/20_0/001_01_01_200_18.png,0,x:273,y:202,w:31,h:53
001/01/24_0/001_01_01_240_18.png,0,x:302,y:235,w:38,h:63
001/01/01_0/001_01_01_010_19.png,0,x:311,y:204,w:40,h:66
001/01/08_0/001_01_01_080_19.png,0,x:367,y:166,w:39,h:65
001/01/09_0/001_01_01_090_19.png,0,x:248,y:202,w:36,h:60
001/01/11_0/001_01_01_110_19.png,0,x:267,y:201,w:37,h:62
001/01/12_0/001_01_01_120_19.png,0,x:316,y:201,w:34,h:57
001/01/13_0/001_01_01_130_19.png,0,x:415,y:201,w:34,h:57
002/01/01_0/002_01_01_010_00.png,1,x:292,y:170,w:45,h:74
002/01/09_0/002_01_01_090_00.png,1,x:267,y:185,w:38,h:64
002/01/11_0/002_01_01_110_00.png,1,x:292,y:178,w:45,h:74
002/01/12_0/002_01_01_120_00.png,1,x:337,y:180,w:42,h:70
002/01/19_0/002_01_01_190_00.png,1,x:249,y:142,w:45,h:74
002/01/20_0/002_01_01_200_00.png,1,x:249,y:169,w:45,h:74
002/01/24_0/002_01_01_240_00.png,1,x:285,y:196,w:45,h:74
002/01/01_0/002_01_01_010_01.png,1,x:292,y:172,w:45,h:74
002/01/19_0/002_01_01_190_01.png,1,x:251,y:144,w:43,h:71
002/01/20_0/002_01_01_200_01.png,1,x:249,y:169,w:45,h:74
002/01/24_0/002_01_01_240_01.png,1,x:284,y:196,w:45,h:74
002/01/01_0/002_01_01_010_02.png,1,x:292,y:172,w:45,h:74
002/01/19_0/002_01_01_190_02.png,1,x:250,y:142,w:45,h:74
002/01/20_0/002_01_01_200_02.png,1,x:249,y:169,w:45,h:74
002/01/24_0/002_01_01_240_02.png,1,x:283,y:197,w:45,h:74
002/01/01_0/002_01_01_010_03.png,1,x:292,y:172,w:45,h:74
002/01/19_0/002_01_01_190_03.png,1,x:250,y:142,w:45,h:74
002/01/20_0/002_01_01_200_03.png,1,x:249,y:169,w:45,h:74
002/01/01_0/002_01_01_010_04.png,1,x:292,y:172,w:45,h:74
002/01/11_0/002_01_01_110_04.png,1,x:292,y:179,w:43,h:70
002/01/19_0/002_01_01_190_04.png,1,x:250,y:142,w:45,h:74
002/01/20_0/002_01_01_200_04.png,1,x:249,y:169,w:45,h:74
002/01/24_0/002_01_01_240_04.png,1,x:285,y:196,w:45,h:74
002/01/01_0/002_01_01_010_05.png,1,x:292,y:172,w:45,h:74
002/01/09_0/002_01_01_090_05.png,1,x:264,y:185,w:40,h:67
002/01/11_0/002_01_01_110_05.png,1,x:291,y:176,w:45,h:74
002/01/12_0/002_01_01_120_05.png,1,x:335,y:178,w:45,h:74
002/01/19_0/002_01_01_190_05.png,1,x:250,y:143,w:44,h:72
002/01/20_0/002_01_01_200_05.png,1,x:249,y:169,w:45,h:74
002/01/24_0/002_01_01_240_05.png,1,x:283,y:196,w:45,h:74
002/01/01_0/002_01_01_010_06.png,1,x:292,y:171,w:45,h:74
002/01/09_0/002_01_01_090_06.png,1,x:265,y:184,w:41,h:68
002/01/19_0/002_01_01_190_06.png,1,x:250,y:143,w:43,h:72
002/01/20_0/002_01_01_200_06.png,1,x:249,y:169,w:45,h:74
002/01/24_0/002_01_01_240_06.png,1,x:285,y:196,w:45,h:74
002/01/09_0/002_01_01_090_07.png,1,x:266,y:186,w:39,h:65
002/01/12_0/002_01_01_120_07.png,1,x:336,y:179,w:43,h:71
002/01/19_0/002_01_01_190_07.png,1,x:252,y:147,w:40,h:66
002/01/01_0/002_01_01_010_08.png,1,x:293,y:171,w:45,h:74
002/01/08_0/002_01_01_080_08.png,1,x:381,y:148,w:41,h:68
002/01/09_0/002_01_01_090_08.png,1,x:268,y:188,w:38,h:63
002/01/19_0/002_01_01_190_08.png,1,x:250,y:142,w:44,h:72
002/01/24_0/002_01_01_240_08.png,1,x:287,y:197,w:45,h:74
002/01/09_0/002_01_01_090_09.png,1,x:268,y:187,w:38,h:63
002/01/11_0/002_01_01_110_09.png,1,x:292,y:176,w:45,h:74
002/01/12_0/002_01_01_120_09.png,1,x:336,y:179,w:44,h:72
002/01/19_0/002_01_01_190_09.png,1,x:250,y:140,w:45,h:74
002/01/08_0/002_01_01_080_10.png,1,x:381,y:148,w:41,h:68
002/01/09_0/002_01_01_090_10.png,1,x:268,y:187,w:37,h:61
002/01/12_0/002_01_01_120_10.png,1,x:335,y:178,w:45,h:74
002/01/09_0/002_01_01_090_11.png,1,x:268,y:188,w:36,h:60
002/01/11_0/002_01_01_110_11.png,1,x:292,y:178,w:45,h:74
002/01/12_0/002_01_01_120_11.png,1,x:335,y:178,w:43,h:72
002/01/09_0/002_01_01_090_12.png,1,x:268,y:187,w:36,h:61
002/01/11_0/002_01_01_110_12.png,1,x:292,y:178,w:44,h:72
002/01/09_0/002_01_01_090_13.png,1,x:268,y:188,w:36,h:60
002/01/11_0/002_01_01_110_13.png,1,x:293,y:175,w:45,h:74
002/01/12_0/002_01_01_120_13.png,1,x:338,y:182,w:41,h:68
002/01/01_0/002_01_01_010_14.png,1,x:292,y:171,w:45,h:74
002/01/08_0/002_01_01_080_14.png,1,x:381,y:145,w:41,h:68
002/01/09_0/002_01_01_090_14.png,1,x:266,y:183,w:39,h:65
002/01/11_0/002_01_01_110_14.png,1,x:293,y:178,w:44,h:72
002/01/12_0/002_01_01_120_14.png,1,x:335,y:178,w:45,h:74
002/01/13_0/002_01_01_130_14.png,1,x:420,y:180,w:37,h:61
002/01/24_0/002_01_01_240_14.png,1,x:283,y:197,w:45,h:74
002/01/08_0/002_01_01_080_15.png,1,x:379,y:143,w:45,h:74
002/01/09_0/002_01_01_090_15.png,1,x:266,y:184,w:40,h:66
002/01/11_0/002_01_01_110_15.png,1,x:294,y:179,w:41,h:68
002/01/12_0/002_01_01_120_15.png,1,x:335,y:178,w:45,h:74
002/01/19_0/002_01_01_190_15.png,1,x:250,y:143,w:43,h:72
002/01/24_0/002_01_01_240_15.png,1,x:283,y:197,w:45,h:74
002/01/01_0/002_01_01_010_16.png,1,x:293,y:172,w:43,h:71
002/01/08_0/002_01_01_080_16.png,1,x:381,y:150,w:41,h:68
002/01/09_0/002_01_01_090_16.png,1,x:268,y:188,w:37,h:61
002/01/11_0/002_01_01_110_16.png,1,x:294,y:180,w:42,h:70
002/01/12_0/002_01_01_120_16.png,1,x:336,y:182,w:42,h:69
002/01/19_0/002_01_01_190_16.png,1,x:249,y:145,w:41,h:68
002/01/20_0/002_01_01_200_16.png,1,x:251,y:173,w:39,h:65
002/01/01_0/002_01_01_010_17.png,1,x:293,y:171,w:45,h:74
002/01/09_0/002_01_01_090_17.png,1,x:268,y:188,w:38,h:63
002/01/12_0/002_01_01_120_17.png,1,x:339,y:181,w:41,h:68
002/01/19_0/002_01_01_190_17.png,1,x:250,y:140,w:45,h:74
002/01/20_0/002_01_01_200_17.png,1,x:252,y:171,w:39,h:65
002/01/24_0/002_01_01_240_17.png,1,x:286,y:196,w:45,h:74
002/01/09_0/002_01_01_090_18.png,1,x:268,y:188,w:37,h:62
002/01/11_0/002_01_01_110_18.png,1,x:293,y:175,w:45,h:74
002/01/19_0/002_01_01_190_18.png,1,x:250,y:140,w:45,h:74
002/01/24_0/002_01_01_240_18.png,1,x:286,y:196,w:45,h:74
002/01/01_0/002_01_01_010_19.png,1,x:293,y:172,w:45,h:74
002/01/08_0/002_01_01_080_19.png,1,x:380,y:147,w:43,h:72
002/01/09_0/002_01_01_090_19.png,1,x:269,y:188,w:36,h:61
002/01/11_0/002_01_01_110_19.png,1,x:293,y:179,w:44,h:72
002/01/19_0/002_01_01_190_19.png,1,x:249,y:142,w:44,h:72
002/01/24_0/002_01_01_240_19.png,1,x:285,y:196,w:45,h:74
003/01/01_0/003_01_01_010_00.png,2,x:323,y:199,w:43,h:71
003/01/08_0/003_01_01_080_00.png,2,x:359,y:173,w:38,h:63
003/01/12_0/003_01_01_120_00.png,2,x:309,y:206,w:34,h:57
003/01/13_0/003_01_01_130_00.png,2,x:406,y:206,w:34,h:57
003/01/19_0/003_01_01_190_00.png,2,x:276,y:171,w:37,h:62
003/01/13_0/003_01_01_130_01.png,2,x:406,y:204,w:37,h:61
003/01/19_0/003_01_01_190_01.png,2,x:276,y:169,w:38,h:64
003/01/20_0/003_01_01_200_01.png,2,x:276,y:196,w:34,h:57
003/01/08_0/003_01_01_080_02.png,2,x:363,y:174,w:34,h:57
003/01/09_0/003_01_01_090_02.png,2,x:246,y:208,w:34,h:57
003/01/13_0/003_01_01_130_02.png,2,x:405,y:204,w:36,h:60
003/01/19_0/003_01_01_190_02.png,2,x:275,y:169,w:39,h:65
003/01/20_0/003_01_01_200_02.png,2,x:276,y:195,w:36,h:60
003/01/13_0/003_01_01_130_03.png,2,x:407,y:205,w:34,h:57
003/01/19_0/003_01_01_190_03.png,2,x:275,y:170,w:38,h:64
003/01/11_0/003_01_01_110_04.png,2,x:257,y:204,w:40,h:66
003/01/19_0/003_01_01_190_04.png,2,x:274,y:168,w:39,h:65
003/01/20_0/003_01_01_200_04.png,2,x:276,y:199,w:33,h:55
003/01/01_0/003_01_01_010_05.png,2,x:321,y:201,w:41,h:68
003/01/11_0/003_01_01_110_05.png,2,x:259,y:205,w:39,h:65
003/01/12_0/003_01_01_120_05.png,2,x:305,y:201,w:39,h:65
003/01/19_0/003_01_01_190_05.png,2,x:275,y:170,w:40,h:66
003/01/20_0/003_01_01_200_05.png,2,x:276,y:194,w:38,h:63
003/01/01_0/003_01_01_010_06.png,2,x:322,y:198,w:43,h:71
003/01/12_0/003_01_01_120_06.png,2,x:306,y:205,w:35,h:59
003/01/19_0/003_01_01_190_06.png,2,x:275,y:169,w:40,h:67
003/01/20_0/003_01_01_200_06.png,2,x:275,y:193,w:38,h:64
003/01/08_0/003_01_01_080_07.png,2,x:358,y:174,w:38,h:63
003/01/13_0/003_01_01_130_07.png,2,x:405,y:206,w:34,h:57
003/01/08_0/003_01_01_080_08.png,2,x:357,y:174,w:38,h:63
003/01/12_0/003_01_01_120_08.png,2,x:308,y:207,w:34,h:57
003/01/13_0/003_01_01_130_08.png,2,x:405,y:205,w:35,h:59
003/01/24_0/003_01_01_240_08.png,2,x:316,y:223,w:45,h:74
003/01/01_0/003_01_01_010_09.png,2,x:328,y:202,w:41,h:68
003/01/08_0/003_01_01_080_09.png,2,x:358,y:172,w:39,h:64
003/01/12_0/003_01_01_120_09.png,2,x:308,y:207,w:34,h:57
003/01/13_0/003_01_01_130_09.png,2,x:406,y:205,w:34,h:57
003/01/08_0/003_01_01_080_10.png,2,x:358,y:172,w:40,h:66
003/01/09_0/003_01_01_090_10.png,2,x:244,y:209,w:34,h:57
003/01/13_0/003_01_01_130_10.png,2,x:406,y:205,w:34,h:57
003/01/08_0/003_01_01_080_11.png,2,x:358,y:172,w:39,h:65
003/01/13_0/003_01_01_130_11.png,2,x:406,y:205,w:34,h:57
003/01/08_0/003_01_01_080_12.png,2,x:358,y:172,w:39,h:65
003/01/13_0/003_01_01_130_12.png,2,x:406,y:205,w:34,h:57
003/01/08_0/003_01_01_080_13.png,2,x:358,y:171,w:40,h:66
003/01/09_0/003_01_01_090_13.png,2,x:246,y:210,w:33,h:55
003/01/13_0/003_01_01_130_13.png,2,x:405,y:205,w:35,h:59
003/01/19_0/003_01_01_190_13.png,2,x:275,y:169,w:40,h:66
003/01/08_0/003_01_01_080_14.png,2,x:359,y:175,w:34,h:57
003/01/11_0/003_01_01_110_14.png,2,x:259,y:204,w:38,h:63
003/01/12_0/003_01_01_120_14.png,2,x:306,y:203,w:37,h:62
003/01/13_0/003_01_01_130_14.png,2,x:407,y:205,w:33,h:55
003/01/19_0/003_01_01_190_14.png,2,x:276,y:170,w:39,h:65
003/01/20_0/003_01_01_200_14.png,2,x:276,y:195,w:37,h:62
003/01/01_0/003_01_01_010_15.png,2,x:322,y:201,w:41,h:68
003/01/08_0/003_01_01_080_15.png,2,x:359,y:175,w:34,h:57
003/01/09_0/003_01_01_090_15.png,2,x:240,y:208,w:34,h:57
003/01/11_0/003_01_01_110_15.png,2,x:262,y:207,w:35,h:59
003/01/12_0/003_01_01_120_15.png,2,x:307,y:204,w:36,h:61
003/01/19_0/003_01_01_190_15.png,2,x:276,y:170,w:39,h:64
003/01/20_0/003_01_01_200_15.png,2,x:276,y:197,w:34,h:57
003/01/19_0/003_01_01_190_16.png,2,x:275,y:166,w:41,h:67
003/01/08_0/003_01_01_080_17.png,2,x:356,y:172,w:40,h:66
003/01/09_0/003_01_01_090_17.png,2,x:244,y:209,w:34,h:58
003/01/13_0/003_01_01_130_17.png,2,x:406,y:206,w:34,h:57
003/01/19_0/003_01_01_190_17.png,2,x:278,y:168,w:37,h:62
003/01/01_0/003_01_01_010_18.png,2,x:327,y:199,w:41,h:68
003/01/08_0/003_01_01_080_18.png,2,x:359,y:173,w:39,h:64
003/01/09_0/003_01_01_090_18.png,2,x:246,y:210,w:33,h:55
003/01/13_0/003_01_01_130_18.png,2,x:406,y:205,w:34,h:57
003/01/19_0/003_01_01_190_18.png,2,x:278,y:172,w:34,h:57
003/01/01_0/003_01_01_010_19.png,2,x:322,y:200,w:41,h:68
003/01/08_0/003_01_01_080_19.png,2,x:359,y:173,w:38,h:64
003/01/12_0/003_01_01_120_19.png,2,x:307,y:206,w:34,h:57
003/01/13_0/003_01_01_130_19.png,2,x:406,y:205,w:35,h:59
003/01/19_0/003_01_01_190_19.png,2,x:275,y:169,w:39,h:65
004/01/01_0/004_01_01_010_00.png,3,x:290,y:182,w:40,h:66
004/01/08_0/004_01_01_080_00.png,3,x:382,y:153,w:40,h:66
004/01/09_0/004_01_01_090_00.png,3,x:267,y:188,w:38,h:63
004/01/11_0/004_01_01_110_00.png,3,x:291,y:187,w:38,h:63
004/01/12_0/004_01_01_120_00.png,3,x:338,y:186,w:37,h:62
004/01/19_0/004_01_01_190_00.png,3,x:248,y:151,w:41,h:68
004/01/20_0/004_01_01_200_00.png,3,x:248,y:180,w:36,h:60
004/01/01_0/004_01_01_010_01.png,3,x:289,y:180,w:41,h:68
004/01/08_0/004_01_01_080_01.png,3,x:383,y:153,w:40,h:66
004/01/09_0/004_01_01_090_01.png,3,x:267,y:191,w:36,h:59
004/01/19_0/004_01_01_190_01.png,3,x:249,y:151,w:40,h:67
004/01/20_0/004_01_01_200_01.png,3,x:247,y:178,w:40,h:66
004/01/01_0/004_01_01_010_02.png,3,x:288,y:180,w:42,h:69
004/01/08_0/004_01_01_080_02.png,3,x:382,y:150,w:42,h:69
004/01/09_0/004_01_01_090_02.png,3,x:267,y:192,w:34,h:57
004/01/11_0/004_01_01_110_02.png,3,x:290,y:184,w:40,h:66
004/01/19_0/004_01_01_190_02.png,3,x:249,y:151,w:41,h:67
004/01/20_0/004_01_01_200_02.png,3,x:248,y:178,w:40,h:66
004/01/01_0/004_01_01_010_03.png,3,x:289,y:180,w:41,h:68
004/01/09_0/004_01_01_090_03.png,3,x:266,y:192,w:34,h:57
004/01/11_0/004_01_01_110_03.png,3,x:288,y:181,w:42,h:69
004/01/12_0/004_01_01_120_03.png,3,x:335,y:186,w:36,h:60
004/01/13_0/004_01_01_130_03.png,3,x:421,y:186,w:36,h:60
004/01/19_0/004_01_01_190_03.png,3,x:249,y:151,w:41,h:67
004/01/20_0/004_01_01_200_03.png,3,x:247,y:178,w:40,h:66
004/01/01_0/004_01_01_010_04.png,3,x:288,y:179,w:45,h:74
004/01/09_0/004_01_01_090_04.png,3,x:266,y:192,w:34,h:57
004/01/12_0/004_01_01_120_04.png,3,x:335,y:184,w:38,h:63
004/01/19_0/004_01_01_190_04.png,3,x:249,y:151,w:41,h:67
004/01/20_0/004_01_01_200_04.png,3,x:248,y:179,w:40,h:66
004/01/01_0/004_01_01_010_05.png,3,x:288,y:179,w:44,h:72
004/01/08_0/004_01_01_080_05.png,3,x:378,y:149,w:43,h:72
004/01/09_0/004_01_01_090_05.png,3,x:265,y:189,w:37,h:62
004/01/12_0/004_01_01_120_05.png,3,x:334,y:184,w:39,h:65
004/01/19_0/004_01_01_190_05.png,3,x:250,y:153,w:39,h:65
004/01/20_0/004_01_01_200_05.png,3,x:247,y:178,w:40,h:66
004/01/08_0/004_01_01_080_06.png,3,x:380,y:150,w:41,h:68
004/01/09_0/004_01_01_090_06.png,3,x:264,y:188,w:38,h:64
004/01/12_0/004_01_01_120_06.png,3,x:335,y:185,w:39,h:64
004/01/19_0/004_01_01_190_06.png,3,x:249,y:150,w:41,h:68
004/01/20_0/004_01_01_200_06.png,3,x:248,y:180,w:38,h:64
004/01/08_0/004_01_01_080_07.png,3,x:382,y:152,w:41,h:67
004/01/09_0/004_01_01_090_07.png,3,x:266,y:191,w:36,h:59
004/01/12_0/004_01_01_120_07.png,3,x:337,y:188,w:37,h:61
004/01/19_0/004_01_01_190_07.png,3,x:252,y:152,w:40,h:66
004/01/20_0/004_01_01_200_07.png,3,x:250,y:179,w:39,h:65
004/01/01_0/004_01_01_010_08.png,3,x:291,y:180,w:44,h:72
004/01/08_0/004_01_01_080_08.png,3,x:381,y:151,w:41,h:68
004/01/09_0/004_01_01_090_08.png,3,x:267,y:192,w:35,h:59
004/01/11_0/004_01_01_110_08.png,3,x:291,y:185,w:40,h:66
004/01/19_0/004_01_01_190_08.png,3,x:251,y:152,w:40,h:66
004/01/20_0/004_01_01_200_08.png,3,x:250,y:178,w:40,h:66
004/01/24_0/004_01_01_240_08.png,3,x:284,y:208,w:41,h:68
004/01/01_0/004_01_01_010_09.png,3,x:293,y:180,w:43,h:71
004/01/08_0/004_01_01_080_09.png,3,x:381,y:152,w:42,h:69
004/01/09_0/004_01_01_090_09.png,3,x:268,y:189,w:36,h:60
004/01/11_0/004_01_01_110_09.png,3,x:291,y:185,w:40,h:66
004/01/19_0/004_01_01_190_09.png,3,x:251,y:152,w:40,h:66
004/01/20_0/004_01_01_200_09.png,3,x:251,y:179,w:38,h:63
004/01/01_0/004_01_01_010_10.png,3,x:292,y:182,w:39,h:64
004/01/08_0/004_01_01_080_10.png,3,x:381,y:153,w:41,h:68
004/01/09_0/004_01_01_090_10.png,3,x:267,y:188,w:37,h:62
004/01/11_0/004_01_01_110_10.png,3,x:291,y:186,w:39,h:65
004/01/19_0/004_01_01_190_10.png,3,x:251,y:151,w:41,h:68
004/01/20_0/004_01_01_200_10.png,3,x:251,y:177,w:38,h:64
004/01/08_0/004_01_01_080_11.png,3,x:382,y:152,w:40,h:66
004/01/09_0/004_01_01_090_11.png,3,x:268,y:190,w:35,h:59
004/01/11_0/004_01_01_110_11.png,3,x:291,y:186,w:39,h:65
004/01/19_0/004_01_01_190_11.png,3,x:250,y:150,w:40,h:66
004/01/08_0/004_01_01_080_12.png,3,x:381,y:151,w:41,h:68
004/01/09_0/004_01_01_090_12.png,3,x:268,y:191,w:35,h:59
004/01/11_0/004_01_01_110_12.png,3,x:291,y:186,w:38,h:63
004/01/12_0/004_01_01_120_12.png,3,x:337,y:185,w:38,h:63
004/01/19_0/004_01_01_190_12.png,3,x:250,y:153,w:37,h:61
004/01/08_0/004_01_01_080_13.png,3,x:382,y:152,w:40,h:67
004/01/09_0/004_01_01_090_13.png,3,x:268,y:191,w:35,h:59
004/01/11_0/004_01_01_110_13.png,3,x:292,y:187,w:38,h:64
